I0716 15:11:56.943591 139522342389248 run.py:722] (val) algo kmp_matcher step 0: {'match': 0.032958984375, 'score': 0.032958984375, 'examples_seen': 15, 'step': 0, 'algorithm': 'kmp_matcher'}
I0716 15:20:08.509572 139522342389248 run.py:722] (val) algo kmp_matcher step 6650: {'match': 0.76171875, 'score': 0.76171875, 'examples_seen': 112294, 'step': 6650, 'algorithm': 'kmp_matcher'}
I0716 15:20:12.343552 139522342389248 run.py:722] (val) algo kmp_matcher step 6700: {'match': 0.869384765625, 'score': 0.869384765625, 'examples_seen': 113136, 'step': 6700, 'algorithm': 'kmp_matcher'}
I0716 15:20:16.034336 139522342389248 run.py:722] (val) algo kmp_matcher step 6750: {'match': 0.8017578125, 'score': 0.8017578125, 'examples_seen': 113994, 'step': 6750, 'algorithm': 'kmp_matcher'}
I0716 15:20:19.709393 139522342389248 run.py:722] (val) algo kmp_matcher step 6800: {'match': 0.838134765625, 'score': 0.838134765625, 'examples_seen': 114832, 'step': 6800, 'algorithm': 'kmp_matcher'}
I0716 15:20:23.406313 139522342389248 run.py:722] (val) algo kmp_matcher step 6850: {'match': 0.72802734375, 'score': 0.72802734375, 'examples_seen': 115679, 'step': 6850, 'algorithm': 'kmp_matcher'}
I0716 15:20:27.103240 139522342389248 run.py:722] (val) algo kmp_matcher step 6900: {'match': 0.92919921875, 'score': 0.92919921875, 'examples_seen': 116517, 'step': 6900, 'algorithm': 'kmp_matcher'}
I0716 15:20:30.808090 139522342389248 run.py:722] (val) algo kmp_matcher step 6950: {'match': 0.885498046875, 'score': 0.885498046875, 'examples_seen': 117358, 'step': 6950, 'algorithm': 'kmp_matcher'}
I0716 15:20:34.507202 139522342389248 run.py:722] (val) algo kmp_matcher step 7000: {'match': 0.9111328125, 'score': 0.9111328125, 'examples_seen': 118196, 'step': 7000, 'algorithm': 'kmp_matcher'}
I0716 15:20:38.187114 139522342389248 run.py:722] (val) algo kmp_matcher step 7050: {'match': 0.8125, 'score': 0.8125, 'examples_seen': 119054, 'step': 7050, 'algorithm': 'kmp_matcher'}
I0716 15:20:41.865377 139522342389248 run.py:722] (val) algo kmp_matcher step 7100: {'match': 0.710205078125, 'score': 0.710205078125, 'examples_seen': 119905, 'step': 7100, 'algorithm': 'kmp_matcher'}
I0716 15:20:45.560280 139522342389248 run.py:722] (val) algo kmp_matcher step 7150: {'match': 0.762939453125, 'score': 0.762939453125, 'examples_seen': 120751, 'step': 7150, 'algorithm': 'kmp_matcher'}
I0716 15:20:49.246111 139522342389248 run.py:722] (val) algo kmp_matcher step 7200: {'match': 0.887451171875, 'score': 0.887451171875, 'examples_seen': 121588, 'step': 7200, 'algorithm': 'kmp_matcher'}
I0716 15:20:52.939665 139522342389248 run.py:722] (val) algo kmp_matcher step 7250: {'match': 0.856689453125, 'score': 0.856689453125, 'examples_seen': 122447, 'step': 7250, 'algorithm': 'kmp_matcher'}
I0716 15:20:56.653002 139522342389248 run.py:722] (val) algo kmp_matcher step 7300: {'match': 0.77783203125, 'score': 0.77783203125, 'examples_seen': 123287, 'step': 7300, 'algorithm': 'kmp_matcher'}
I0716 15:21:00.341433 139522342389248 run.py:722] (val) algo kmp_matcher step 7350: {'match': 0.784912109375, 'score': 0.784912109375, 'examples_seen': 124134, 'step': 7350, 'algorithm': 'kmp_matcher'}
I0716 15:21:04.037975 139522342389248 run.py:722] (val) algo kmp_matcher step 7400: {'match': 0.82763671875, 'score': 0.82763671875, 'examples_seen': 124977, 'step': 7400, 'algorithm': 'kmp_matcher'}
I0716 15:21:07.718584 139522342389248 run.py:722] (val) algo kmp_matcher step 7450: {'match': 0.715576171875, 'score': 0.715576171875, 'examples_seen': 125808, 'step': 7450, 'algorithm': 'kmp_matcher'}
I0716 15:21:11.413664 139522342389248 run.py:722] (val) algo kmp_matcher step 7500: {'match': 0.872802734375, 'score': 0.872802734375, 'examples_seen': 126651, 'step': 7500, 'algorithm': 'kmp_matcher'}
I0716 15:21:15.103831 139522342389248 run.py:722] (val) algo kmp_matcher step 7550: {'match': 0.8828125, 'score': 0.8828125, 'examples_seen': 127507, 'step': 7550, 'algorithm': 'kmp_matcher'}
I0716 15:21:18.802976 139522342389248 run.py:722] (val) algo kmp_matcher step 7600: {'match': 0.953369140625, 'score': 0.953369140625, 'examples_seen': 128343, 'step': 7600, 'algorithm': 'kmp_matcher'}
I0716 15:21:22.504679 139522342389248 run.py:722] (val) algo kmp_matcher step 7650: {'match': 0.81591796875, 'score': 0.81591796875, 'examples_seen': 129198, 'step': 7650, 'algorithm': 'kmp_matcher'}
I0716 15:21:26.202250 139522342389248 run.py:722] (val) algo kmp_matcher step 7700: {'match': 0.840087890625, 'score': 0.840087890625, 'examples_seen': 130059, 'step': 7700, 'algorithm': 'kmp_matcher'}
I0716 15:21:29.917112 139522342389248 run.py:722] (val) algo kmp_matcher step 7750: {'match': 0.864013671875, 'score': 0.864013671875, 'examples_seen': 130915, 'step': 7750, 'algorithm': 'kmp_matcher'}
I0716 15:21:33.609820 139522342389248 run.py:722] (val) algo kmp_matcher step 7800: {'match': 0.923828125, 'score': 0.923828125, 'examples_seen': 131747, 'step': 7800, 'algorithm': 'kmp_matcher'}
I0716 15:21:37.299010 139522342389248 run.py:722] (val) algo kmp_matcher step 7850: {'match': 0.881103515625, 'score': 0.881103515625, 'examples_seen': 132583, 'step': 7850, 'algorithm': 'kmp_matcher'}
I0716 15:21:40.996257 139522342389248 run.py:722] (val) algo kmp_matcher step 7900: {'match': 0.825927734375, 'score': 0.825927734375, 'examples_seen': 133421, 'step': 7900, 'algorithm': 'kmp_matcher'}
I0716 15:21:44.683563 139522342389248 run.py:722] (val) algo kmp_matcher step 7950: {'match': 0.8447265625, 'score': 0.8447265625, 'examples_seen': 134269, 'step': 7950, 'algorithm': 'kmp_matcher'}
I0716 15:21:48.396251 139522342389248 run.py:722] (val) algo kmp_matcher step 8000: {'match': 0.892822265625, 'score': 0.892822265625, 'examples_seen': 135114, 'step': 8000, 'algorithm': 'kmp_matcher'}
I0716 15:21:52.085920 139522342389248 run.py:722] (val) algo kmp_matcher step 8050: {'match': 0.873779296875, 'score': 0.873779296875, 'examples_seen': 135971, 'step': 8050, 'algorithm': 'kmp_matcher'}
I0716 15:21:55.760345 139522342389248 run.py:722] (val) algo kmp_matcher step 8100: {'match': 0.90185546875, 'score': 0.90185546875, 'examples_seen': 136803, 'step': 8100, 'algorithm': 'kmp_matcher'}
I0716 15:21:59.454511 139522342389248 run.py:722] (val) algo kmp_matcher step 8150: {'match': 0.91162109375, 'score': 0.91162109375, 'examples_seen': 137654, 'step': 8150, 'algorithm': 'kmp_matcher'}
I0716 15:22:03.165879 139522342389248 run.py:722] (val) algo kmp_matcher step 8200: {'match': 0.892333984375, 'score': 0.892333984375, 'examples_seen': 138499, 'step': 8200, 'algorithm': 'kmp_matcher'}
I0716 15:22:06.864341 139522342389248 run.py:722] (val) algo kmp_matcher step 8250: {'match': 0.9541015625, 'score': 0.9541015625, 'examples_seen': 139342, 'step': 8250, 'algorithm': 'kmp_matcher'}
I0716 15:22:10.579279 139522342389248 run.py:722] (val) algo kmp_matcher step 8300: {'match': 0.814697265625, 'score': 0.814697265625, 'examples_seen': 140180, 'step': 8300, 'algorithm': 'kmp_matcher'}
I0716 15:22:14.260403 139522342389248 run.py:722] (val) algo kmp_matcher step 8350: {'match': 0.781982421875, 'score': 0.781982421875, 'examples_seen': 141018, 'step': 8350, 'algorithm': 'kmp_matcher'}
I0716 15:22:17.939680 139522342389248 run.py:722] (val) algo kmp_matcher step 8400: {'match': 0.919677734375, 'score': 0.919677734375, 'examples_seen': 141853, 'step': 8400, 'algorithm': 'kmp_matcher'}
I0716 15:22:21.630429 139522342389248 run.py:722] (val) algo kmp_matcher step 8450: {'match': 0.875244140625, 'score': 0.875244140625, 'examples_seen': 142690, 'step': 8450, 'algorithm': 'kmp_matcher'}
I0716 15:22:25.326167 139522342389248 run.py:722] (val) algo kmp_matcher step 8500: {'match': 0.85302734375, 'score': 0.85302734375, 'examples_seen': 143537, 'step': 8500, 'algorithm': 'kmp_matcher'}
I0716 15:22:29.017191 139522342389248 run.py:722] (val) algo kmp_matcher step 8550: {'match': 0.799072265625, 'score': 0.799072265625, 'examples_seen': 144375, 'step': 8550, 'algorithm': 'kmp_matcher'}
I0716 15:22:32.718944 139522342389248 run.py:722] (val) algo kmp_matcher step 8600: {'match': 0.77734375, 'score': 0.77734375, 'examples_seen': 145235, 'step': 8600, 'algorithm': 'kmp_matcher'}
I0716 15:22:36.423739 139522342389248 run.py:722] (val) algo kmp_matcher step 8650: {'match': 0.851806640625, 'score': 0.851806640625, 'examples_seen': 146076, 'step': 8650, 'algorithm': 'kmp_matcher'}
I0716 15:22:40.112926 139522342389248 run.py:722] (val) algo kmp_matcher step 8700: {'match': 0.82080078125, 'score': 0.82080078125, 'examples_seen': 146925, 'step': 8700, 'algorithm': 'kmp_matcher'}
I0716 15:22:43.793259 139522342389248 run.py:722] (val) algo kmp_matcher step 8750: {'match': 0.787353515625, 'score': 0.787353515625, 'examples_seen': 147751, 'step': 8750, 'algorithm': 'kmp_matcher'}
I0716 15:22:47.492415 139522342389248 run.py:722] (val) algo kmp_matcher step 8800: {'match': 0.784423828125, 'score': 0.784423828125, 'examples_seen': 148600, 'step': 8800, 'algorithm': 'kmp_matcher'}
I0716 15:22:51.149204 139522342389248 run.py:722] (val) algo kmp_matcher step 8850: {'match': 0.75146484375, 'score': 0.75146484375, 'examples_seen': 149457, 'step': 8850, 'algorithm': 'kmp_matcher'}
I0716 15:22:54.840795 139522342389248 run.py:722] (val) algo kmp_matcher step 8900: {'match': 0.7744140625, 'score': 0.7744140625, 'examples_seen': 150302, 'step': 8900, 'algorithm': 'kmp_matcher'}
I0716 15:22:58.521662 139522342389248 run.py:722] (val) algo kmp_matcher step 8950: {'match': 0.719482421875, 'score': 0.719482421875, 'examples_seen': 151146, 'step': 8950, 'algorithm': 'kmp_matcher'}
I0716 15:23:02.225020 139522342389248 run.py:722] (val) algo kmp_matcher step 9000: {'match': 0.891357421875, 'score': 0.891357421875, 'examples_seen': 152007, 'step': 9000, 'algorithm': 'kmp_matcher'}
I0716 15:23:05.911982 139522342389248 run.py:722] (val) algo kmp_matcher step 9050: {'match': 0.86279296875, 'score': 0.86279296875, 'examples_seen': 152844, 'step': 9050, 'algorithm': 'kmp_matcher'}
I0716 15:23:09.609495 139522342389248 run.py:722] (val) algo kmp_matcher step 9100: {'match': 0.87548828125, 'score': 0.87548828125, 'examples_seen': 153689, 'step': 9100, 'algorithm': 'kmp_matcher'}
I0716 15:23:13.302888 139522342389248 run.py:722] (val) algo kmp_matcher step 9150: {'match': 0.903076171875, 'score': 0.903076171875, 'examples_seen': 154535, 'step': 9150, 'algorithm': 'kmp_matcher'}
I0716 15:23:16.982219 139522342389248 run.py:722] (val) algo kmp_matcher step 9200: {'match': 0.930419921875, 'score': 0.930419921875, 'examples_seen': 155379, 'step': 9200, 'algorithm': 'kmp_matcher'}
I0716 15:23:20.676660 139522342389248 run.py:722] (val) algo kmp_matcher step 9250: {'match': 0.909912109375, 'score': 0.909912109375, 'examples_seen': 156225, 'step': 9250, 'algorithm': 'kmp_matcher'}
I0716 15:23:24.368315 139522342389248 run.py:722] (val) algo kmp_matcher step 9300: {'match': 0.916015625, 'score': 0.916015625, 'examples_seen': 157063, 'step': 9300, 'algorithm': 'kmp_matcher'}
I0716 15:23:28.061774 139522342389248 run.py:722] (val) algo kmp_matcher step 9350: {'match': 0.854736328125, 'score': 0.854736328125, 'examples_seen': 157919, 'step': 9350, 'algorithm': 'kmp_matcher'}
I0716 15:23:31.903662 139522342389248 run.py:722] (val) algo kmp_matcher step 9400: {'match': 0.830810546875, 'score': 0.830810546875, 'examples_seen': 158754, 'step': 9400, 'algorithm': 'kmp_matcher'}
I0716 15:23:35.587390 139522342389248 run.py:722] (val) algo kmp_matcher step 9450: {'match': 0.89794921875, 'score': 0.89794921875, 'examples_seen': 159590, 'step': 9450, 'algorithm': 'kmp_matcher'}
I0716 15:23:39.275320 139522342389248 run.py:722] (val) algo kmp_matcher step 9500: {'match': 0.9287109375, 'score': 0.9287109375, 'examples_seen': 160432, 'step': 9500, 'algorithm': 'kmp_matcher'}
I0716 15:23:42.965514 139522342389248 run.py:722] (val) algo kmp_matcher step 9550: {'match': 0.886962890625, 'score': 0.886962890625, 'examples_seen': 161274, 'step': 9550, 'algorithm': 'kmp_matcher'}
I0716 15:23:46.647692 139522342389248 run.py:722] (val) algo kmp_matcher step 9600: {'match': 0.88818359375, 'score': 0.88818359375, 'examples_seen': 162118, 'step': 9600, 'algorithm': 'kmp_matcher'}
I0716 15:23:50.324761 139522342389248 run.py:722] (val) algo kmp_matcher step 9650: {'match': 0.879150390625, 'score': 0.879150390625, 'examples_seen': 162956, 'step': 9650, 'algorithm': 'kmp_matcher'}
I0716 15:23:54.001995 139522342389248 run.py:722] (val) algo kmp_matcher step 9700: {'match': 0.876220703125, 'score': 0.876220703125, 'examples_seen': 163814, 'step': 9700, 'algorithm': 'kmp_matcher'}
I0716 15:23:57.695266 139522342389248 run.py:722] (val) algo kmp_matcher step 9750: {'match': 0.88818359375, 'score': 0.88818359375, 'examples_seen': 164657, 'step': 9750, 'algorithm': 'kmp_matcher'}
I0716 15:24:01.384221 139522342389248 run.py:722] (val) algo kmp_matcher step 9800: {'match': 0.863037109375, 'score': 0.863037109375, 'examples_seen': 165507, 'step': 9800, 'algorithm': 'kmp_matcher'}
I0716 15:24:05.062001 139522342389248 run.py:722] (val) algo kmp_matcher step 9850: {'match': 0.8173828125, 'score': 0.8173828125, 'examples_seen': 166351, 'step': 9850, 'algorithm': 'kmp_matcher'}
I0716 15:24:08.755910 139522342389248 run.py:722] (val) algo kmp_matcher step 9900: {'match': 0.8681640625, 'score': 0.8681640625, 'examples_seen': 167181, 'step': 9900, 'algorithm': 'kmp_matcher'}
I0716 15:24:12.445051 139522342389248 run.py:722] (val) algo kmp_matcher step 9950: {'match': 0.855712890625, 'score': 0.855712890625, 'examples_seen': 168023, 'step': 9950, 'algorithm': 'kmp_matcher'}
