I0715 20:37:46.627065 131221275129344 run.py:722] (val) algo activity_selector step 0: {'selected': 0.42130365659777425, 'score': 0.42130365659777425, 'examples_seen': 64, 'step': 0, 'algorithm': 'activity_selector'}
I0715 20:41:10.185387 131221275129344 run.py:722] (val) algo activity_selector step 6550: {'selected': 0.9621621621621622, 'score': 0.9621621621621622, 'examples_seen': 260752, 'step': 6550, 'algorithm': 'activity_selector'}
I0715 20:41:11.240071 131221275129344 run.py:722] (val) algo activity_selector step 6600: {'selected': 0.9788053949903661, 'score': 0.9788053949903661, 'examples_seen': 262800, 'step': 6600, 'algorithm': 'activity_selector'}
I0715 20:41:12.284930 131221275129344 run.py:722] (val) algo activity_selector step 6650: {'selected': 0.9766536964980544, 'score': 0.9766536964980544, 'examples_seen': 264832, 'step': 6650, 'algorithm': 'activity_selector'}
I0715 20:41:13.324302 131221275129344 run.py:722] (val) algo activity_selector step 6700: {'selected': 0.984, 'score': 0.984, 'examples_seen': 266800, 'step': 6700, 'algorithm': 'activity_selector'}
I0715 20:41:14.363423 131221275129344 run.py:722] (val) algo activity_selector step 6750: {'selected': 0.9611307420494699, 'score': 0.9611307420494699, 'examples_seen': 268800, 'step': 6750, 'algorithm': 'activity_selector'}
I0715 20:41:15.401195 131221275129344 run.py:722] (val) algo activity_selector step 6800: {'selected': 0.9730769230769232, 'score': 0.9730769230769232, 'examples_seen': 270752, 'step': 6800, 'algorithm': 'activity_selector'}
I0715 20:41:16.448904 131221275129344 run.py:722] (val) algo activity_selector step 6850: {'selected': 0.9727626459143969, 'score': 0.9727626459143969, 'examples_seen': 272736, 'step': 6850, 'algorithm': 'activity_selector'}
I0715 20:41:17.488912 131221275129344 run.py:722] (val) algo activity_selector step 6900: {'selected': 0.9396226415094341, 'score': 0.9396226415094341, 'examples_seen': 274720, 'step': 6900, 'algorithm': 'activity_selector'}
I0715 20:41:18.558509 131221275129344 run.py:722] (val) algo activity_selector step 6950: {'selected': 0.942084942084942, 'score': 0.942084942084942, 'examples_seen': 276736, 'step': 6950, 'algorithm': 'activity_selector'}
I0715 20:41:19.623684 131221275129344 run.py:722] (val) algo activity_selector step 7000: {'selected': 0.9674952198852772, 'score': 0.9674952198852772, 'examples_seen': 278768, 'step': 7000, 'algorithm': 'activity_selector'}
I0715 20:41:20.668490 131221275129344 run.py:722] (val) algo activity_selector step 7050: {'selected': 0.9565217391304348, 'score': 0.9565217391304348, 'examples_seen': 280752, 'step': 7050, 'algorithm': 'activity_selector'}
I0715 20:41:21.730661 131221275129344 run.py:722] (val) algo activity_selector step 7100: {'selected': 0.89811320754717, 'score': 0.89811320754717, 'examples_seen': 282736, 'step': 7100, 'algorithm': 'activity_selector'}
I0715 20:41:22.771272 131221275129344 run.py:722] (val) algo activity_selector step 7150: {'selected': 0.9411764705882353, 'score': 0.9411764705882353, 'examples_seen': 284720, 'step': 7150, 'algorithm': 'activity_selector'}
I0715 20:41:23.836892 131221275129344 run.py:722] (val) algo activity_selector step 7200: {'selected': 0.9632495164410056, 'score': 0.9632495164410056, 'examples_seen': 286672, 'step': 7200, 'algorithm': 'activity_selector'}
I0715 20:41:24.896406 131221275129344 run.py:722] (val) algo activity_selector step 7250: {'selected': 0.9518518518518518, 'score': 0.9518518518518518, 'examples_seen': 288640, 'step': 7250, 'algorithm': 'activity_selector'}
I0715 20:41:25.953404 131221275129344 run.py:722] (val) algo activity_selector step 7300: {'selected': 0.9850187265917603, 'score': 0.9850187265917603, 'examples_seen': 290688, 'step': 7300, 'algorithm': 'activity_selector'}
I0715 20:41:27.009950 131221275129344 run.py:722] (val) algo activity_selector step 7350: {'selected': 0.9669902912621359, 'score': 0.9669902912621359, 'examples_seen': 292688, 'step': 7350, 'algorithm': 'activity_selector'}
I0715 20:41:28.035665 131221275129344 run.py:722] (val) algo activity_selector step 7400: {'selected': 0.974155069582505, 'score': 0.974155069582505, 'examples_seen': 294688, 'step': 7400, 'algorithm': 'activity_selector'}
I0715 20:41:29.076888 131221275129344 run.py:722] (val) algo activity_selector step 7450: {'selected': 0.955684007707129, 'score': 0.955684007707129, 'examples_seen': 296672, 'step': 7450, 'algorithm': 'activity_selector'}
I0715 20:41:30.114706 131221275129344 run.py:722] (val) algo activity_selector step 7500: {'selected': 0.9751434034416827, 'score': 0.9751434034416827, 'examples_seen': 298624, 'step': 7500, 'algorithm': 'activity_selector'}
I0715 20:41:31.155320 131221275129344 run.py:722] (val) algo activity_selector step 7550: {'selected': 0.9717741935483871, 'score': 0.9717741935483871, 'examples_seen': 300624, 'step': 7550, 'algorithm': 'activity_selector'}
I0715 20:41:32.221848 131221275129344 run.py:722] (val) algo activity_selector step 7600: {'selected': 0.9674952198852772, 'score': 0.9674952198852772, 'examples_seen': 302576, 'step': 7600, 'algorithm': 'activity_selector'}
I0715 20:41:33.262825 131221275129344 run.py:722] (val) algo activity_selector step 7650: {'selected': 0.9755102040816327, 'score': 0.9755102040816327, 'examples_seen': 304608, 'step': 7650, 'algorithm': 'activity_selector'}
I0715 20:41:34.316461 131221275129344 run.py:722] (val) algo activity_selector step 7700: {'selected': 0.969939879759519, 'score': 0.969939879759519, 'examples_seen': 306640, 'step': 7700, 'algorithm': 'activity_selector'}
I0715 20:41:35.361327 131221275129344 run.py:722] (val) algo activity_selector step 7750: {'selected': 0.96, 'score': 0.96, 'examples_seen': 308608, 'step': 7750, 'algorithm': 'activity_selector'}
I0715 20:41:36.397806 131221275129344 run.py:722] (val) algo activity_selector step 7800: {'selected': 0.9117043121149897, 'score': 0.9117043121149897, 'examples_seen': 310608, 'step': 7800, 'algorithm': 'activity_selector'}
I0715 20:41:37.441499 131221275129344 run.py:722] (val) algo activity_selector step 7850: {'selected': 0.9750479846449136, 'score': 0.9750479846449136, 'examples_seen': 312576, 'step': 7850, 'algorithm': 'activity_selector'}
I0715 20:41:38.491457 131221275129344 run.py:722] (val) algo activity_selector step 7900: {'selected': 0.9628180039138944, 'score': 0.9628180039138944, 'examples_seen': 314528, 'step': 7900, 'algorithm': 'activity_selector'}
I0715 20:41:39.542758 131221275129344 run.py:722] (val) algo activity_selector step 7950: {'selected': 0.9769094138543517, 'score': 0.9769094138543517, 'examples_seen': 316528, 'step': 7950, 'algorithm': 'activity_selector'}
I0715 20:41:40.600148 131221275129344 run.py:722] (val) algo activity_selector step 8000: {'selected': 0.9583333333333334, 'score': 0.9583333333333334, 'examples_seen': 318528, 'step': 8000, 'algorithm': 'activity_selector'}
I0715 20:41:41.665354 131221275129344 run.py:722] (val) algo activity_selector step 8050: {'selected': 0.9607843137254902, 'score': 0.9607843137254902, 'examples_seen': 320560, 'step': 8050, 'algorithm': 'activity_selector'}
I0715 20:41:42.707868 131221275129344 run.py:722] (val) algo activity_selector step 8100: {'selected': 0.9681050656660412, 'score': 0.9681050656660412, 'examples_seen': 322544, 'step': 8100, 'algorithm': 'activity_selector'}
I0715 20:41:43.766951 131221275129344 run.py:722] (val) algo activity_selector step 8150: {'selected': 0.9603024574669187, 'score': 0.9603024574669187, 'examples_seen': 324528, 'step': 8150, 'algorithm': 'activity_selector'}
I0715 20:41:44.809838 131221275129344 run.py:722] (val) algo activity_selector step 8200: {'selected': 0.95703125, 'score': 0.95703125, 'examples_seen': 326528, 'step': 8200, 'algorithm': 'activity_selector'}
I0715 20:41:45.874642 131221275129344 run.py:722] (val) algo activity_selector step 8250: {'selected': 0.9423076923076923, 'score': 0.9423076923076923, 'examples_seen': 328464, 'step': 8250, 'algorithm': 'activity_selector'}
I0715 20:41:46.924044 131221275129344 run.py:722] (val) algo activity_selector step 8300: {'selected': 0.9521988527724665, 'score': 0.9521988527724665, 'examples_seen': 330432, 'step': 8300, 'algorithm': 'activity_selector'}
I0715 20:41:47.965370 131221275129344 run.py:722] (val) algo activity_selector step 8350: {'selected': 0.9632495164410059, 'score': 0.9632495164410059, 'examples_seen': 332480, 'step': 8350, 'algorithm': 'activity_selector'}
I0715 20:41:49.019261 131221275129344 run.py:722] (val) algo activity_selector step 8400: {'selected': 0.9536679536679536, 'score': 0.9536679536679536, 'examples_seen': 334480, 'step': 8400, 'algorithm': 'activity_selector'}
I0715 20:41:50.050137 131221275129344 run.py:722] (val) algo activity_selector step 8450: {'selected': 0.9596774193548387, 'score': 0.9596774193548387, 'examples_seen': 336480, 'step': 8450, 'algorithm': 'activity_selector'}
I0715 20:41:51.098696 131221275129344 run.py:722] (val) algo activity_selector step 8500: {'selected': 0.9482071713147411, 'score': 0.9482071713147411, 'examples_seen': 338464, 'step': 8500, 'algorithm': 'activity_selector'}
I0715 20:41:52.145084 131221275129344 run.py:722] (val) algo activity_selector step 8550: {'selected': 0.97632058287796, 'score': 0.97632058287796, 'examples_seen': 340432, 'step': 8550, 'algorithm': 'activity_selector'}
I0715 20:41:53.174640 131221275129344 run.py:722] (val) algo activity_selector step 8600: {'selected': 0.9869158878504672, 'score': 0.9869158878504672, 'examples_seen': 342416, 'step': 8600, 'algorithm': 'activity_selector'}
I0715 20:41:54.245168 131221275129344 run.py:722] (val) algo activity_selector step 8650: {'selected': 0.9683794466403163, 'score': 0.9683794466403163, 'examples_seen': 344368, 'step': 8650, 'algorithm': 'activity_selector'}
I0715 20:41:55.300003 131221275129344 run.py:722] (val) algo activity_selector step 8700: {'selected': 0.952741020793951, 'score': 0.952741020793951, 'examples_seen': 346400, 'step': 8700, 'algorithm': 'activity_selector'}
I0715 20:41:56.364616 131221275129344 run.py:722] (val) algo activity_selector step 8750: {'selected': 0.970873786407767, 'score': 0.970873786407767, 'examples_seen': 348432, 'step': 8750, 'algorithm': 'activity_selector'}
I0715 20:41:57.420048 131221275129344 run.py:722] (val) algo activity_selector step 8800: {'selected': 0.9693251533742331, 'score': 0.9693251533742331, 'examples_seen': 350416, 'step': 8800, 'algorithm': 'activity_selector'}
I0715 20:41:58.466826 131221275129344 run.py:722] (val) algo activity_selector step 8850: {'selected': 0.9808429118773947, 'score': 0.9808429118773947, 'examples_seen': 352400, 'step': 8850, 'algorithm': 'activity_selector'}
I0715 20:41:59.529063 131221275129344 run.py:722] (val) algo activity_selector step 8900: {'selected': 0.9552238805970148, 'score': 0.9552238805970148, 'examples_seen': 354368, 'step': 8900, 'algorithm': 'activity_selector'}
I0715 20:42:00.577360 131221275129344 run.py:722] (val) algo activity_selector step 8950: {'selected': 0.9540229885057471, 'score': 0.9540229885057471, 'examples_seen': 356320, 'step': 8950, 'algorithm': 'activity_selector'}
I0715 20:42:01.621662 131221275129344 run.py:722] (val) algo activity_selector step 9000: {'selected': 0.99609375, 'score': 0.99609375, 'examples_seen': 358320, 'step': 9000, 'algorithm': 'activity_selector'}
I0715 20:42:02.681632 131221275129344 run.py:722] (val) algo activity_selector step 9050: {'selected': 0.9402985074626865, 'score': 0.9402985074626865, 'examples_seen': 360320, 'step': 9050, 'algorithm': 'activity_selector'}
I0715 20:42:03.726479 131221275129344 run.py:722] (val) algo activity_selector step 9100: {'selected': 0.9443298969072165, 'score': 0.9443298969072165, 'examples_seen': 362352, 'step': 9100, 'algorithm': 'activity_selector'}
I0715 20:42:04.761031 131221275129344 run.py:722] (val) algo activity_selector step 9150: {'selected': 0.9565217391304348, 'score': 0.9565217391304348, 'examples_seen': 364352, 'step': 9150, 'algorithm': 'activity_selector'}
I0715 20:42:05.798430 131221275129344 run.py:722] (val) algo activity_selector step 9200: {'selected': 0.9760956175298804, 'score': 0.9760956175298804, 'examples_seen': 366320, 'step': 9200, 'algorithm': 'activity_selector'}
I0715 20:42:06.830908 131221275129344 run.py:722] (val) algo activity_selector step 9250: {'selected': 0.9900199600798404, 'score': 0.9900199600798404, 'examples_seen': 368320, 'step': 9250, 'algorithm': 'activity_selector'}
I0715 20:42:07.881588 131221275129344 run.py:722] (val) algo activity_selector step 9300: {'selected': 0.9575289575289575, 'score': 0.9575289575289575, 'examples_seen': 370272, 'step': 9300, 'algorithm': 'activity_selector'}
I0715 20:42:08.925379 131221275129344 run.py:722] (val) algo activity_selector step 9350: {'selected': 0.9600000000000001, 'score': 0.9600000000000001, 'examples_seen': 372240, 'step': 9350, 'algorithm': 'activity_selector'}
I0715 20:42:09.964888 131221275129344 run.py:722] (val) algo activity_selector step 9400: {'selected': 0.9606299212598426, 'score': 0.9606299212598426, 'examples_seen': 374288, 'step': 9400, 'algorithm': 'activity_selector'}
I0715 20:42:11.031872 131221275129344 run.py:722] (val) algo activity_selector step 9450: {'selected': 0.9671179883945842, 'score': 0.9671179883945842, 'examples_seen': 376288, 'step': 9450, 'algorithm': 'activity_selector'}
I0715 20:42:12.068429 131221275129344 run.py:722] (val) algo activity_selector step 9500: {'selected': 0.9566854990583804, 'score': 0.9566854990583804, 'examples_seen': 378304, 'step': 9500, 'algorithm': 'activity_selector'}
I0715 20:42:13.093145 131221275129344 run.py:722] (val) algo activity_selector step 9550: {'selected': 0.928030303030303, 'score': 0.928030303030303, 'examples_seen': 380272, 'step': 9550, 'algorithm': 'activity_selector'}
I0715 20:42:14.135089 131221275129344 run.py:722] (val) algo activity_selector step 9600: {'selected': 0.9656488549618321, 'score': 0.9656488549618321, 'examples_seen': 382240, 'step': 9600, 'algorithm': 'activity_selector'}
I0715 20:42:15.157075 131221275129344 run.py:722] (val) algo activity_selector step 9650: {'selected': 0.9657794676806084, 'score': 0.9657794676806084, 'examples_seen': 384224, 'step': 9650, 'algorithm': 'activity_selector'}
I0715 20:42:16.206264 131221275129344 run.py:722] (val) algo activity_selector step 9700: {'selected': 0.9316770186335405, 'score': 0.9316770186335405, 'examples_seen': 386176, 'step': 9700, 'algorithm': 'activity_selector'}
I0715 20:42:17.243547 131221275129344 run.py:722] (val) algo activity_selector step 9750: {'selected': 0.9757009345794392, 'score': 0.9757009345794392, 'examples_seen': 388224, 'step': 9750, 'algorithm': 'activity_selector'}
I0715 20:42:18.285630 131221275129344 run.py:722] (val) algo activity_selector step 9800: {'selected': 0.9632495164410056, 'score': 0.9632495164410056, 'examples_seen': 390240, 'step': 9800, 'algorithm': 'activity_selector'}
I0715 20:42:19.340547 131221275129344 run.py:722] (val) algo activity_selector step 9850: {'selected': 0.97265625, 'score': 0.97265625, 'examples_seen': 392224, 'step': 9850, 'algorithm': 'activity_selector'}
I0715 20:42:20.377552 131221275129344 run.py:722] (val) algo activity_selector step 9900: {'selected': 0.9714285714285714, 'score': 0.9714285714285714, 'examples_seen': 394208, 'step': 9900, 'algorithm': 'activity_selector'}
I0715 20:42:21.423932 131221275129344 run.py:722] (val) algo activity_selector step 9950: {'selected': 0.9641434262948209, 'score': 0.9641434262948209, 'examples_seen': 396176, 'step': 9950, 'algorithm': 'activity_selector'}
I0715 20:42:22.402555 131221275129344 run.py:752] Restoring best model from checkpoint...
I0715 20:42:27.967839 131221275129344 run.py:767] (test) algo activity_selector : {'selected': 0.9077212806026366, 'score': 0.9077212806026366, 'examples_seen': 398112, 'step': 10000, 'algorithm': 'activity_selector'}
I0715 20:42:27.967956 131221275129344 run.py:769] Done!
